image_path,label
poor_family_8.jpg,True
poor_family_162.jpg,True
poor_family_176.jpg,False
poor_family_29.jpg,True
poor_family_228.jpg,True
poor_family_214.jpg,True
poor_family_200.jpg,True
poor_family_201.jpg,False
poor_family_215.jpg,True
poor_family_229.jpg,True
poor_family_28.jpg,True
poor_family_188.jpg,True
poor_family_14.jpg,False
poor_family_177.jpg,False
poor_family_163.jpg,True
poor_family_9.jpg,True
poor_family_149.jpg,False
poor_family_175.jpg,False
poor_family_161.jpg,True
poor_family_16.jpg,True
poor_family_203.jpg,True
poor_family_217.jpg,False
poor_family_216.jpg,True
poor_family_202.jpg,True
poor_family_17.jpg,True
poor_family_160.jpg,True
poor_family_174.jpg,False
poor_family_148.jpg,True
poor_family_170.jpg,True
poor_family_164.jpg,True
poor_family_158.jpg,True
poor_family_206.jpg,True
poor_family_212.jpg,True
poor_family_213.jpg,True
poor_family_207.jpg,True
poor_family_12.jpg,True
poor_family_159.jpg,True
poor_family_165.jpg,True
poor_family_171.jpg,True
poor_family_167.jpg,True
poor_family_173.jpg,True
poor_family_38.jpg,True
poor_family_10.jpg,True
poor_family_198.jpg,False
poor_family_211.jpg,True
poor_family_205.jpg,True
poor_family_239.jpg,True
poor_family_238.jpg,True
poor_family_204.jpg,True
poor_family_210.jpg,True
poor_family_199.jpg,False
poor_family_11.jpg,True
poor_family_39.jpg,True
poor_family_172.jpg,False
poor_family_129.jpg,False
poor_family_101.jpg,True
poor_family_89.jpg,True
poor_family_115.jpg,True
poor_family_62.jpg,False
poor_family_263.jpg,True
poor_family_288.jpg,True
poor_family_289.jpg,False
poor_family_262.jpg,False
poor_family_276.jpg,True
poor_family_77.jpg,True
poor_family_88.jpg,True
poor_family_100.jpg,True
poor_family_128.jpg,True
poor_family_116.jpg,True
poor_family_61.jpg,False
poor_family_75.jpg,True
poor_family_248.jpg,False
poor_family_260.jpg,True
poor_family_274.jpg,True
poor_family_275.jpg,True
poor_family_261.jpg,True
poor_family_249.jpg,True
poor_family_48.jpg,True
poor_family_74.jpg,False
poor_family_103.jpg,False
poor_family_117.jpg,True
poor_family_107.jpg,False
poor_family_58.jpg,True
poor_family_70.jpg,False
poor_family_265.jpg,False
poor_family_271.jpg,True
poor_family_259.jpg,True
poor_family_258.jpg,True
poor_family_270.jpg,False
poor_family_264.jpg,True
poor_family_71.jpg,True
poor_family_65.jpg,True
poor_family_59.jpg,True
poor_family_106.jpg,True
poor_family_112.jpg,True
poor_family_104.jpg,True
poor_family_110.jpg,False
poor_family_98.jpg,True
poor_family_138.jpg,True
poor_family_73.jpg,True
poor_family_67.jpg,False
poor_family_272.jpg,True
poor_family_299.jpg,True
poor_family_298.jpg,False
poor_family_267.jpg,True
poor_family_273.jpg,True
poor_family_66.jpg,True
poor_family_72.jpg,True
poor_family_139.jpg,True
poor_family_99.jpg,True
poor_family_111.jpg,False
poor_family_105.jpg,True
poor_family_94.jpg,False
poor_family_108.jpg,True
poor_family_120.jpg,False
poor_family_134.jpg,True
poor_family_57.jpg,True
poor_family_43.jpg,True
poor_family_256.jpg,True
poor_family_242.jpg,True
poor_family_295.jpg,False
poor_family_281.jpg,True
poor_family_280.jpg,True
poor_family_243.jpg,True
poor_family_257.jpg,True
poor_family_42.jpg,False
poor_family_56.jpg,True
poor_family_135.jpg,True
poor_family_121.jpg,False
poor_family_81.jpg,True
poor_family_109.jpg,False
poor_family_95.jpg,True
poor_family_83.jpg,True
poor_family_97.jpg,True
poor_family_137.jpg,True
poor_family_123.jpg,True
poor_family_40.jpg,True
poor_family_54.jpg,True
poor_family_68.jpg,True
poor_family_269.jpg,True
poor_family_241.jpg,True
poor_family_255.jpg,True
poor_family_282.jpg,True
poor_family_296.jpg,True
poor_family_297.jpg,True
poor_family_283.jpg,True
poor_family_254.jpg,True
poor_family_240.jpg,True
poor_family_268.jpg,True
poor_family_69.jpg,True
poor_family_55.jpg,True
poor_family_122.jpg,True
poor_family_136.jpg,True
poor_family_96.jpg,True
poor_family_82.jpg,True
poor_family_132.jpg,False
poor_family_126.jpg,True
poor_family_86.jpg,True
poor_family_92.jpg,False
poor_family_79.jpg,False
poor_family_45.jpg,False
poor_family_51.jpg,True
poor_family_244.jpg,True
poor_family_250.jpg,True
poor_family_278.jpg,True
poor_family_293.jpg,False
poor_family_292.jpg,True
poor_family_279.jpg,False
poor_family_251.jpg,True
poor_family_50.jpg,True
poor_family_44.jpg,True
poor_family_78.jpg,True
poor_family_93.jpg,True
poor_family_87.jpg,True
poor_family_127.jpg,True
poor_family_133.jpg,True
poor_family_125.jpg,True
poor_family_131.jpg,True
poor_family_119.jpg,True
poor_family_91.jpg,True
poor_family_85.jpg,True
poor_family_52.jpg,False
poor_family_46.jpg,False
poor_family_253.jpg,True
poor_family_247.jpg,True
poor_family_290.jpg,True
poor_family_284.jpg,True
poor_family_285.jpg,False
poor_family_291.jpg,True
poor_family_246.jpg,False
poor_family_252.jpg,True
poor_family_47.jpg,True
poor_family_53.jpg,True
poor_family_84.jpg,True
poor_family_90.jpg,True
poor_family_118.jpg,True
poor_family_130.jpg,True
poor_family_1.jpg,True
poor_family_143.jpg,True
poor_family_157.jpg,True
poor_family_34.jpg,True
poor_family_20.jpg,False
poor_family_180.jpg,True
poor_family_194.jpg,True
poor_family_209.jpg,True
poor_family_235.jpg,True
poor_family_221.jpg,True
poor_family_220.jpg,True
poor_family_234.jpg,True
poor_family_208.jpg,True
poor_family_195.jpg,True
poor_family_181.jpg,True
poor_family_35.jpg,False
poor_family_156.jpg,False
poor_family_0.jpg,True
poor_family_142.jpg,True
poor_family_168.jpg,True
poor_family_154.jpg,True
poor_family_140.jpg,True
poor_family_2.jpg,False
poor_family_23.jpg,True
poor_family_37.jpg,True
poor_family_197.jpg,True
poor_family_183.jpg,True
poor_family_222.jpg,True
poor_family_236.jpg,True
poor_family_223.jpg,False
poor_family_182.jpg,True
poor_family_196.jpg,False
poor_family_36.jpg,True
poor_family_22.jpg,True
poor_family_141.jpg,True
poor_family_3.jpg,True
poor_family_155.jpg,True
poor_family_169.jpg,True
poor_family_151.jpg,False
poor_family_7.jpg,True
poor_family_145.jpg,True
poor_family_179.jpg,False
poor_family_192.jpg,False
poor_family_186.jpg,False
poor_family_26.jpg,False
poor_family_32.jpg,True
poor_family_227.jpg,True
poor_family_233.jpg,True
poor_family_232.jpg,True
poor_family_33.jpg,True
poor_family_27.jpg,True
poor_family_187.jpg,True
poor_family_193.jpg,True
poor_family_178.jpg,False
poor_family_6.jpg,True
poor_family_144.jpg,True
poor_family_150.jpg,True
poor_family_146.jpg,True
poor_family_4.jpg,False
poor_family_185.jpg,True
poor_family_19.jpg,True
poor_family_191.jpg,False
poor_family_31.jpg,True
poor_family_25.jpg,True
poor_family_230.jpg,False
poor_family_224.jpg,True
poor_family_218.jpg,True
poor_family_225.jpg,True
poor_family_231.jpg,False
poor_family_24.jpg,True
poor_family_30.jpg,True
poor_family_190.jpg,True
poor_family_18.jpg,True
poor_family_184.jpg,True
poor_family_153.jpg,True
poor_family_348.jpg,True
poor_family_360.jpg,True
poor_family_406.jpg,True
poor_family_412.jpg,True
poor_family_374.jpg,True
poor_family_413.jpg,False
poor_family_375.jpg,True
poor_family_361.jpg,True
poor_family_407.jpg,True
poor_family_349.jpg,True
poor_family_439.jpg,True
poor_family_377.jpg,True
poor_family_411.jpg,True
poor_family_405.jpg,True
poor_family_363.jpg,True
poor_family_388.jpg,True
poor_family_389.jpg,False
poor_family_362.jpg,True
poor_family_376.jpg,False
poor_family_410.jpg,True
poor_family_414.jpg,False
poor_family_372.jpg,True
poor_family_366.jpg,True
poor_family_428.jpg,True
poor_family_399.jpg,True
poor_family_398.jpg,False
poor_family_429.jpg,True
poor_family_367.jpg,True
poor_family_401.jpg,False
poor_family_415.jpg,True
poor_family_373.jpg,True
poor_family_403.jpg,True
poor_family_365.jpg,True
poor_family_371.jpg,False
poor_family_417.jpg,True
poor_family_359.jpg,False
poor_family_358.jpg,True
poor_family_370.jpg,True
poor_family_416.jpg,True
poor_family_402.jpg,False
poor_family_364.jpg,True
poor_family_459.jpg,True
poor_family_465.jpg,True
poor_family_303.jpg,False
poor_family_317.jpg,True
poor_family_471.jpg,True
poor_family_316.jpg,True
poor_family_470.jpg,False
poor_family_464.jpg,True
poor_family_302.jpg,True
poor_family_458.jpg,False
poor_family_328.jpg,True
poor_family_472.jpg,False
poor_family_314.jpg,True
poor_family_300.jpg,True
poor_family_466.jpg,True
poor_family_499.jpg,True
poor_family_498.jpg,True
poor_family_301.jpg,False
poor_family_467.jpg,True
poor_family_473.jpg,False
poor_family_315.jpg,True
poor_family_329.jpg,True
poor_family_311.jpg,False
poor_family_477.jpg,True
poor_family_339.jpg,True
poor_family_488.jpg,True
poor_family_489.jpg,False
poor_family_338.jpg,True
poor_family_462.jpg,True
poor_family_304.jpg,True
poor_family_310.jpg,False
poor_family_476.jpg,False
poor_family_306.jpg,True
poor_family_460.jpg,False
poor_family_474.jpg,True
poor_family_312.jpg,False
poor_family_448.jpg,False
poor_family_449.jpg,True
poor_family_475.jpg,True
poor_family_313.jpg,True
poor_family_307.jpg,False
poor_family_461.jpg,False
poor_family_478.jpg,False
poor_family_444.jpg,True
poor_family_322.jpg,True
poor_family_336.jpg,True
poor_family_450.jpg,True
poor_family_493.jpg,True
poor_family_492.jpg,False
poor_family_486.jpg,True
poor_family_337.jpg,False
poor_family_451.jpg,True
poor_family_445.jpg,True
poor_family_323.jpg,True
poor_family_479.jpg,True
poor_family_335.jpg,True
poor_family_321.jpg,True
poor_family_490.jpg,True
poor_family_484.jpg,False
poor_family_485.jpg,True
poor_family_491.jpg,True
poor_family_320.jpg,True
poor_family_446.jpg,True
poor_family_452.jpg,True
poor_family_334.jpg,True
poor_family_308.jpg,False
poor_family_442.jpg,True
poor_family_324.jpg,True
poor_family_318.jpg,True
poor_family_495.jpg,True
poor_family_481.jpg,True
poor_family_480.jpg,True
poor_family_494.jpg,False
poor_family_319.jpg,True
poor_family_443.jpg,True
poor_family_325.jpg,True
poor_family_331.jpg,False
poor_family_457.jpg,True
poor_family_455.jpg,True
poor_family_333.jpg,True
poor_family_469.jpg,False
poor_family_482.jpg,False
poor_family_496.jpg,True
poor_family_497.jpg,True
poor_family_468.jpg,True
poor_family_454.jpg,False
poor_family_332.jpg,False
poor_family_326.jpg,True
poor_family_440.jpg,True
poor_family_369.jpg,False
poor_family_341.jpg,True
poor_family_427.jpg,True
poor_family_433.jpg,True
poor_family_355.jpg,True
poor_family_382.jpg,False
poor_family_396.jpg,True
poor_family_397.jpg,False
poor_family_383.jpg,True
poor_family_432.jpg,True
poor_family_354.jpg,True
poor_family_340.jpg,True
poor_family_368.jpg,False
poor_family_418.jpg,True
poor_family_356.jpg,True
poor_family_430.jpg,False
poor_family_424.jpg,True
poor_family_342.jpg,True
poor_family_395.jpg,False
poor_family_381.jpg,True
poor_family_380.jpg,True
poor_family_394.jpg,True
poor_family_425.jpg,False
poor_family_357.jpg,False
poor_family_431.jpg,False
poor_family_419.jpg,False
poor_family_435.jpg,True
poor_family_353.jpg,True
poor_family_347.jpg,True
poor_family_421.jpg,True
poor_family_409.jpg,True
poor_family_390.jpg,True
poor_family_384.jpg,True
poor_family_385.jpg,True
poor_family_391.jpg,True
poor_family_408.jpg,True
poor_family_346.jpg,False
poor_family_420.jpg,True
poor_family_434.jpg,False
poor_family_352.jpg,True
poor_family_422.jpg,False
poor_family_344.jpg,True
poor_family_350.jpg,False
poor_family_436.jpg,True
poor_family_378.jpg,True
poor_family_393.jpg,True
poor_family_392.jpg,True
poor_family_386.jpg,False
poor_family_379.jpg,True
poor_family_351.jpg,False
poor_family_437.jpg,True
poor_family_423.jpg,False
poor_family_345.jpg,False
poor_family_1302.jpg,True
poor_family_1464.jpg,True
poor_family_1470.jpg,True
poor_family_2179.jpg,True
poor_family_1316.jpg,False
poor_family_1458.jpg,True
poor_family_2151.jpg,True
poor_family_2145.jpg,True
poor_family_2192.jpg,True
poor_family_2186.jpg,True
poor_family_1666.jpg,False
poor_family_638.jpg,False
poor_family_1100.jpg,True
poor_family_1114.jpg,True
poor_family_1672.jpg,True
poor_family_1882.jpg,False
poor_family_604.jpg,False
poor_family_1128.jpg,True
poor_family_1896.jpg,True
poor_family_610.jpg,True
poor_family_823.jpg,False
poor_family_1869.jpg,True
poor_family_837.jpg,True
poor_family_1841.jpg,True
poor_family_1855.jpg,True
poor_family_994.jpg,False
poor_family_1074.jpg,False
poor_family_1060.jpg,True
